global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.9842105263157894,0.5742743015289307,0.9766536964980543,0.984313725490196,0.9691119691119691,0.9984278547152798,0.03088803088803089
0.9881578947368421,0.571927547454834,0.9826589595375722,0.9807692307692307,0.9845559845559846,0.9990906218451129,0.015444015444015444
0.9881578947368421,0.5711943507194519,0.982725527831094,0.9770992366412213,0.9884169884169884,0.999329526275634,0.011583011583011582
0.9881578947368421,0.5707877278327942,0.982725527831094,0.9770992366412213,0.9884169884169884,0.999452831788161,0.011583011583011582
0.9881578947368421,0.5705080032348633,0.982725527831094,0.9770992366412213,0.9884169884169884,0.9995067779498917,0.011583011583011582
0.9881578947368421,0.5703067779541016,0.982725527831094,0.9770992366412213,0.9884169884169884,0.9995453109225565,0.011583011583011582
0.9881578947368421,0.5701379776000977,0.982725527831094,0.9770992366412213,0.9884169884169884,0.9995607241116223,0.011583011583011582
0.9894736842105263,0.5699995160102844,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.9995838438952213,0.007722007722007722
0.9894736842105263,0.5698960423469543,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.9995992570842871,0.007722007722007722
0.9894736842105263,0.5697935223579407,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.9995992570842871,0.007722007722007722
0.9894736842105263,0.5697271227836609,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.9996146702733529,0.007722007722007722
0.9894736842105263,0.5696613192558289,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.9995992570842871,0.007722007722007722
0.9894736842105263,0.569610059261322,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.999599257084287,0.007722007722007722
0.9894736842105263,0.5695589780807495,0.9846743295019157,0.9771863117870723,0.9922779922779923,0.999591550489754,0.007722007722007722
0.9907894736842106,0.5695165395736694,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9995992570842871,0.003861003861003861
0.9907894736842106,0.5694789290428162,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9996146702733529,0.003861003861003861
0.9907894736842106,0.5694407224655151,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9996223768678858,0.003861003861003861
0.9907894736842106,0.5694155097007751,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9996300834624187,0.003861003861003861
0.9907894736842106,0.5693843364715576,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9996300834624189,0.003861003861003861
0.9907894736842106,0.5693642497062683,0.9866156787762906,0.9772727272727273,0.9961389961389961,0.9996223768678859,0.003861003861003861
