global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.9488738162272844,0.5327914357185364,0.9513368658261769,0.9595773436540116,0.9432367149758454,0.9852014761649297,0.05676328502415459
0.9536728948041976,0.5220977663993835,0.9559020587160435,0.9642418284590809,0.9477053140096618,0.9872607962599177,0.052294685990338166
0.9601996416687996,0.520338237285614,0.962289317327513,0.9661553445337229,0.9584541062801932,0.9881402461874671,0.04154589371980676
0.9610314819554645,0.5194084048271179,0.9630886720407297,0.9666626110232388,0.9595410628019324,0.9887666777775148,0.04045893719806763
0.9614793959559764,0.5188068747520447,0.9635460821121472,0.9662375516152538,0.9608695652173913,0.989221762338301,0.0391304347826087
0.9624392116713592,0.518380343914032,0.964452249742627,0.9672051500060731,0.9617149758454107,0.9894729644794732,0.03828502415458937
0.9630790888149475,0.5178930163383484,0.9650536006298831,0.9679261329121613,0.9621980676328502,0.9897878731995824,0.03780193236714976
0.9633350396723829,0.5176577568054199,0.9653084700611491,0.9678280927522156,0.9628019323671497,0.9898700951193792,0.03719806763285024
0.963718965958536,0.5175221562385559,0.9657008045490291,0.9673978911647073,0.9640096618357488,0.9899821733344906,0.03599033816425121
0.9636549782441771,0.5173853635787964,0.9656382335148216,0.9673939393939394,0.9638888888888889,0.9900668688972516,0.03611111111111111
0.9636549782441771,0.5171336531639099,0.9656382335148216,0.9673939393939394,0.9638888888888889,0.9902185007455443,0.03611111111111111
0.9641668799590478,0.5168048143386841,0.9661303979678239,0.9676520474921251,0.9646135265700483,0.9903349920711935,0.035386473429951694
0.9638469413872537,0.5168401598930359,0.9658341899981859,0.9671793629647571,0.9644927536231884,0.9903207830057932,0.035507246376811595
0.9642308676734067,0.5166738629341125,0.9661847438146514,0.9678826808871652,0.9644927536231884,0.9904260237759,0.035507246376811595
0.9641668799590478,0.516575276851654,0.9661222020568663,0.9678787878787879,0.9643719806763285,0.9905009644742137,0.035628019323671496
0.9646147939595597,0.516495943069458,0.9665193437064843,0.9690421269879811,0.9640096618357488,0.9905182799749644,0.03599033816425121
0.9646787816739186,0.5163112282752991,0.9665940450254176,0.9687045123726347,0.9644927536231884,0.9905976913103963,0.035507246376811595
0.9648707448169951,0.5160982012748718,0.9667735883314168,0.9689433458692224,0.9646135265700483,0.9906760836035438,0.035386473429951694
0.9652546711031482,0.5160682201385498,0.9671406959152798,0.9691934505761067,0.965096618357488,0.9907256057713295,0.034903381642512075
0.9648707448169951,0.5159885287284851,0.9667735883314168,0.9689433458692224,0.9646135265700483,0.9907572700448903,0.035386473429951694
