global_acc,global_loss,global_f1,global_precision,global_recall,global_auc
0.9855263157894737,0.5712555050849915,0.9788053949903661,0.9769230769230769,0.9806949806949807,0.9994142988154964
0.9921052631578947,0.5695338845252991,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9995838438952211
0.993421052631579,0.5688939690589905,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9996686164350835
0.993421052631579,0.5686099529266357,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9996686164350834
0.993421052631579,0.5684401392936707,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9996686164350835
0.993421052631579,0.5683416128158569,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9996763230296165
0.9947368421052631,0.568291425704956,0.9923076923076923,0.9885057471264368,0.9961389961389961,0.9996994428132152
0.9947368421052631,0.5682541728019714,0.9923076923076923,0.9885057471264368,0.9961389961389961,0.9996994428132152
0.9947368421052631,0.568215548992157,0.9923076923076923,0.9885057471264368,0.9961389961389961,0.9996994428132152
0.9947368421052631,0.568196177482605,0.9923076923076923,0.9885057471264368,0.9961389961389961,0.9996994428132152
0.9947368421052631,0.5681875944137573,0.9923076923076923,0.9885057471264368,0.9961389961389961,0.9996994428132153
0.993421052631579,0.5681728720664978,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997071494077483
0.993421052631579,0.568160891532898,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997148560022812
0.993421052631579,0.5681524276733398,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997148560022812
0.993421052631579,0.5681465268135071,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997148560022812
0.993421052631579,0.5681411623954773,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997225625968141
0.993421052631579,0.5681406259536743,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997225625968141
0.993421052631579,0.5681411623954773,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.999722562596814
0.993421052631579,0.5681341886520386,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.999722562596814
0.993421052631579,0.5681338906288147,0.9904030710172744,0.9847328244274809,0.9961389961389961,0.9997225625968142
