global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.9652855543113102,0.4014463722705841,0.9786059351276742,0.9833564493758669,0.9739010989010989,0.9929112554112555,0.0260989010989011
0.9742441209406495,0.3968064785003662,0.9840609840609841,0.993006993006993,0.9752747252747253,0.9947927072927073,0.024725274725274724
0.9742441209406495,0.39515799283981323,0.9840609840609841,0.993006993006993,0.9752747252747253,0.9955419580419581,0.024725274725274724
0.9764837625979843,0.3941844403743744,0.9854469854469855,0.9944055944055944,0.9766483516483516,0.9959748584748586,0.023351648351648352
0.9843225083986562,0.39356890320777893,0.9903448275862069,0.9944598337950139,0.9862637362637363,0.9960581085581086,0.013736263736263736
0.9843225083986562,0.39316123723983765,0.9903448275862069,0.9944598337950139,0.9862637362637363,0.996145521145521,0.013736263736263736
0.9843225083986562,0.3928654193878174,0.9903448275862069,0.9944598337950139,0.9862637362637363,0.9961621711621712,0.013736263736263736
0.9854423292273237,0.39264994859695435,0.9910406616126809,0.9944674965421854,0.9876373626373627,0.9961829836829837,0.012362637362637362
0.986562150055991,0.3924853801727295,0.9917355371900827,0.994475138121547,0.989010989010989,0.9963078588078589,0.01098901098901099
0.986562150055991,0.3923570513725281,0.9917355371900827,0.994475138121547,0.989010989010989,0.9963120213120213,0.01098901098901099
0.986562150055991,0.3922538161277771,0.9917355371900827,0.994475138121547,0.989010989010989,0.9963911088911088,0.01098901098901099
0.9876819708846585,0.39216819405555725,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.9963869463869464,0.009615384615384616
0.9876819708846585,0.3920956254005432,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.996399433899434,0.009615384615384616
0.9876819708846585,0.39203259348869324,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.996424408924409,0.009615384615384616
0.9876819708846585,0.391970157623291,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.996407758907759,0.009615384615384616
0.9876819708846585,0.39191898703575134,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.9963411588411589,0.009615384615384616
0.9876819708846585,0.3918691873550415,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.9963744588744589,0.009615384615384616
0.9876819708846585,0.39182060956954956,0.9924294562973159,0.9944827586206897,0.9903846153846154,0.9963827838827838,0.009615384615384616
0.9888017917133258,0.3917790651321411,0.9931224209078404,0.9944903581267218,0.9917582417582418,0.9963328338328338,0.008241758241758242
0.9888017917133258,0.3917287588119507,0.9931224209078404,0.9944903581267218,0.9917582417582418,0.9963661338661338,0.008241758241758242
