global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.9842105263157894,0.5858103036880493,0.9765625,0.9881422924901185,0.9652509652509652,0.9972025061845422,0.03474903474903475
0.9842105263157894,0.5749546885490417,0.9765625,0.9881422924901185,0.9652509652509652,0.9986436393622022,0.03474903474903475
0.9894736842105263,0.5734415054321289,0.9845559845559846,0.9845559845559846,0.9845559845559846,0.9988285976309929,0.015444015444015444
0.9881578947368421,0.5720859169960022,0.9826589595375722,0.9807692307692307,0.9845559845559846,0.9991599811959093,0.015444015444015444
0.9894736842105263,0.57170170545578,0.9845559845559846,0.9845559845559846,0.9845559845559846,0.9992447537357716,0.015444015444015444
0.9921052631578947,0.5713099241256714,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9993526460592329,0.007722007722007722
0.9921052631578947,0.5709297060966492,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9993372328701671,0.007722007722007722
0.9921052631578947,0.5705077052116394,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9993911790318976,0.007722007722007722
0.9921052631578947,0.5705692768096924,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9994451251936282,0.007722007722007722
0.9921052631578947,0.5702545046806335,0.9884615384615385,0.9846743295019157,0.9922779922779923,0.9994451251936283,0.007722007722007722
