global_acc,global_loss,global_f1,global_precision,global_recall,global_auc
0.9686450167973124,0.40221306681632996,0.9806896551724138,0.9847645429362881,0.9766483516483516,0.9956793206793206
0.9787234042553191,0.3975645899772644,0.9868512110726644,0.9944211994421199,0.9793956043956044,0.9972735597735598
0.9787234042553191,0.39585548639297485,0.9868512110726644,0.9944211994421199,0.9793956043956044,0.9978479853479854
0.9787234042553191,0.3948726952075958,0.9868512110726644,0.9944211994421199,0.9793956043956044,0.9982892107892108
0.9776035834266518,0.3942123353481293,0.9861687413554633,0.9930362116991643,0.9793956043956044,0.9984057609057609
0.9809630459126539,0.393744558095932,0.9882515549412577,0.9944367176634215,0.9821428571428571,0.998447385947386
0.9876819708846585,0.3934025466442108,0.9924398625429554,0.9931224209078404,0.9917582417582418,0.9986763236763236
0.9876819708846585,0.39312636852264404,0.9924398625429554,0.9931224209078404,0.9917582417582418,0.9986721611721612
0.9888017917133258,0.3929029703140259,0.9931318681318682,0.9931318681318682,0.9931318681318682,0.9987054612054612
0.9888017917133258,0.3927212059497833,0.9931318681318682,0.9931318681318682,0.9931318681318682,0.9987720612720613
