global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.9657579787234043,0.5755780935287476,0.9535408209291836,0.953971119133574,0.9531109107303878,0.9920151605586158,0.046889089269612265
0.96875,0.5721072554588318,0.9574660633484163,0.96094459582198,0.9540126239855726,0.9937962697846288,0.045987376014427414
0.9710771276595744,0.5707599520683289,0.9605799728137744,0.9653916211293261,0.9558160504959423,0.9946381537243036,0.04418394950405771
0.973404255319149,0.5699389576911926,0.9637681159420289,0.9681528662420382,0.9594229035166817,0.9949776613480305,0.0405770964833183
0.9740691489361702,0.5693999528884888,0.9647058823529413,0.9682107175295186,0.9612263300270514,0.9951452783986257,0.0387736699729486
0.9750664893617021,0.5689801573753357,0.9660479855138072,0.97,0.9621280432822362,0.9952782324330921,0.03787195671776375
0.977061170212766,0.5686891078948975,0.9686790739900136,0.9753199268738574,0.9621280432822362,0.9953731996005681,0.03787195671776375
0.9777260638297872,0.5682871341705322,0.9695869269178392,0.9762340036563071,0.9630297565374211,0.9954477488270368,0.0369702434625789
0.9793882978723404,0.5681144595146179,0.9719457013574662,0.9754768392370572,0.9684400360685302,0.9954976065899618,0.031559963931469794
0.979720744680851,0.5678890943527222,0.9723856948845632,0.9763636363636363,0.9684400360685302,0.9955465146812119,0.031559963931469794
